key,nation,state,county,date,Cases,Delta,DeltaNormal,7DayDelta,7DayDeltaNormal,DoubleSpeed,Acceleration
Afghanistan,Afghanistan,,,2020-04-23,1279,103,10.7207910486599,,,10.4284590139511,
Afghanistan,Afghanistan,,,2020-04-24,1351,72,7.49414519906323,,,10.7796481658387,
Afghanistan,Afghanistan,,,2020-04-25,1463,112,11.6575591985428,,,10.7410961326116,
Afghanistan,Afghanistan,,,2020-04-26,1531,68,7.07780379911527,,,11.2553278279932,
Afghanistan,Afghanistan,,,2020-04-27,1703,172,17.9026801977622,,,10.8202264261914,
Afghanistan,Afghanistan,,,2020-04-28,1828,125,13.0106687483737,736,14.1606541606542,10.7006300856917,
Afghanistan,Afghanistan,,,2020-04-29,1939,111,11.5534738485558,,,10.4127017765959,
Afghanistan,Afghanistan,,,2020-04-30,2171,232,24.1478011969815,,,9.09576302844472,
Afghanistan,Afghanistan,,,2020-05-01,2335,164,17.0699973978662,,,9.09788608033253,
Afghanistan,Afghanistan,,,2020-05-02,2469,134,13.9474368982566,,,9.42177978400274,
Afghanistan,Afghanistan,,,2020-05-03,2704,235,24.4600572469425,,,8.99070968237577,
Afghanistan,Afghanistan,,,2020-05-04,2894,190,19.776216497528,,,9.13807274473637,
Afghanistan,Afghanistan,,,2020-05-05,3224,330,34.3481654957065,1396,26.8590668590669,8.51578482760267,
Afghanistan,Afghanistan,,,2020-05-06,3392,168,17.4863387978142,,,9.03868557608019,
Afghanistan,Afghanistan,,,2020-05-07,3563,171,17.7985948477752,,,9.36377773873236,
Afghanistan,Afghanistan,,,2020-05-08,3778,215,22.3783502472027,,,9.44316930665437,
Afghanistan,Afghanistan,,,2020-05-09,4033,255,26.5417642466823,,,9.65322496475708,
Afghanistan,Afghanistan,,,2020-05-10,4402,369,38.4074941451991,,,9.81154685809865,
Afghanistan,Afghanistan,,,2020-05-11,4687,285,29.664324746292,,,9.93488241301265,
Afghanistan,Afghanistan,,,2020-05-12,4963,276,28.7275565964091,1739,33.4583934583935,9.94445595991231,
Afghanistan,Afghanistan,,,2020-05-13,5226,263,27.3744470465782,,,10.3765240630687,
Afghanistan,Afghanistan,,,2020-05-14,5639,413,42.9872495446266,,,10.384052946358,
Afghanistan,Afghanistan,,,2020-05-15,6053,414,43.0913348946136,,,10.5854243102794,
Afghanistan,Afghanistan,,,2020-05-16,6402,349,36.3257871454593,,,11.0663025720021,
Afghanistan,Afghanistan,,,2020-05-17,6664,262,27.2703616965912,,,11.351340258642,
Afghanistan,Afghanistan,,,2020-05-18,7072,408,42.4668227946916,,,11.154661483802,
Afghanistan,Afghanistan,,,2020-05-19,7653,581,60.4735883424408,2690,51.7556517556518,10.8047059275728,
Afghanistan,Afghanistan,,,2020-05-20,8145,492,51.2099921935988,,,10.8886725728834,
Afghanistan,Afghanistan,,,2020-05-21,8676,531,55.2693208430913,,,11.1672852896893,
Afghanistan,Afghanistan,,,2020-05-22,9216,540,56.2060889929742,,,11.2709673721861,
Afghanistan,Afghanistan,,,2020-05-23,9998,782,81.3947436898257,,,10.8600292828574,
Afghanistan,Afghanistan,,,2020-05-24,10582,584,60.7858443924018,,,10.8374835270381,
Afghanistan,Afghanistan,,,2020-05-25,11173,591,61.5144418423107,,,11.1229779223267,
Afghanistan,Afghanistan,,,2020-05-26,11831,658,68.488160291439,4178,80.3848003848004,11.3243313612776,
Afghanistan,Afghanistan,,,2020-05-27,12456,625,65.0533437418683,,,11.4915616319415,
Afghanistan,Afghanistan,,,2020-05-28,13036,580,60.3695029924538,,,11.5522967054973,
Afghanistan,Afghanistan,,,2020-05-29,13659,623,64.8451730418944,,,11.5871735520792,
Afghanistan,Afghanistan,,,2020-05-30,14525,866,90.1379130887328,,,11.6633399024806,
Afghanistan,Afghanistan,,,2020-05-31,15205,680,70.7780379911527,,,12.0838533007584,
Afghanistan,Afghanistan,,,2020-06-01,15750,545,56.7265157429092,,,12.5410518909774,
Afghanistan,Afghanistan,,,2020-06-02,16509,759,79.0007806401249,4678,90.00481000481,12.7885523159709,
Afghanistan,Afghanistan,,,2020-06-03,17267,758,78.8966952901379,,,13.0777531954186,
Afghanistan,Afghanistan,,,2020-06-04,18054,787,81.9151704397606,,,13.3431739363936,
Afghanistan,Afghanistan,,,2020-06-05,18969,915,95.2380952380952,,,13.6473921449265,
Afghanistan,Afghanistan,,,2020-06-06,19551,582,60.5776736924278,,,14.2763349797272,
Afghanistan,Afghanistan,,,2020-06-07,20342,791,82.3315118397086,,,14.6978042877411,
Afghanistan,Afghanistan,,,2020-06-08,20917,575,59.8490762425189,,,15.2067910787431,
Afghanistan,Afghanistan,,,2020-06-09,21459,542,56.4142596929482,4950,95.2380952380952,15.7452878435855,
Afghanistan,Afghanistan,,,2020-06-10,22142,683,71.0902940411137,,,16.1687543845241,
Afghanistan,Afghanistan,,,2020-06-11,22890,748,77.855841790268,,,16.5796659017283,
Afghanistan,Afghanistan,,,2020-06-12,23546,656,68.279989591465,,,17.0858820183287,
Afghanistan,Afghanistan,,,2020-06-13,24102,556,57.8714545927661,,,17.6420995605701,
Afghanistan,Afghanistan,,,2020-06-14,24766,664,69.1126723913609,,,18.1141794541839,
Afghanistan,Afghanistan,,,2020-06-15,25527,761,79.2089513400989,,,18.4641649339965,
Afghanistan,Afghanistan,,,2020-06-16,26310,783,81.4988290398126,4851,93.3333333333333,18.8053470977673,
Albania,Albania,,,2020-06-05,1212,15,17.4216027874564,,,45.1178101505029,
Albania,Albania,,,2020-06-06,1232,20,23.2288037166086,,,45.715920936148,
Albania,Albania,,,2020-06-07,1246,14,16.260162601626,,,46.435051873919,
Albania,Albania,,,2020-06-08,1263,17,19.7444831591173,,,47.0982089287578,
Albania,Albania,,,2020-06-09,1299,36,41.8118466898955,135,34.4695518958254,47.4599592548471,
Albania,Albania,,,2020-06-10,1341,42,48.780487804878,,,47.4972035211005,
Albania,Albania,,,2020-06-11,1385,44,51.1033681765389,,,47.56753156572,
Albania,Albania,,,2020-06-12,1416,31,36.0046457607433,,,48.1151388909142,
Albania,Albania,,,2020-06-13,1464,48,55.7491289198606,,,47.3983598959318,
Albania,Albania,,,2020-06-14,1521,57,66.2020905923345,,,46.3413743237635,
Albania,Albania,,,2020-06-15,1590,69,80.1393728222996,,,43,
Albania,Albania,,,2020-06-16,1672,82,95.2380952380952,373,95.2380952380952,40.5985651567526,1.76296296296296
Algeria,Algeria,,,2020-04-04,1251,80,38.2866714525006,,,4.66311403507176,
Algeria,Algeria,,,2020-04-05,1320,69,33.0222541277818,,,5.39964990676993,
Algeria,Algeria,,,2020-04-06,1423,103,49.2940894950945,,,6.03093912392269,
Algeria,Algeria,,,2020-04-07,1468,45,21.5362526920316,752,54.2568542568543,6.85222721297798,
Algeria,Algeria,,,2020-04-08,1572,104,49.7726728882508,,,7.44484982430317,
Algeria,Algeria,,,2020-04-09,1666,94,44.9868389566882,,,8.09919652505689,
Algeria,Algeria,,,2020-04-10,1761,95,45.4654223498445,,,8.74473321166964,
Algeria,Algeria,,,2020-04-11,1825,64,30.6293371620005,,,9.50980838207134,
Algeria,Algeria,,,2020-04-12,1914,89,42.5939219909069,,,10.1964583823952,
Algeria,Algeria,,,2020-04-13,1983,69,33.0222541277818,,,10.967651255452,
Algeria,Algeria,,,2020-04-14,2070,87,41.6367552045944,602,43.4343434343434,11.7179507169829,
Algeria,Algeria,,,2020-04-15,2160,90,43.0725053840632,,,12.4704492358422,
Algeria,Algeria,,,2020-04-16,2268,108,51.6870064608758,,,13.1867145718436,
Algeria,Algeria,,,2020-04-17,2418,150,71.7875089734386,,,13.5167524242583,
Algeria,Algeria,,,2020-04-18,2534,116,55.5156736061259,,,13.7632888114996,
Algeria,Algeria,,,2020-04-19,2629,95,45.4654223498445,,,14.0777703048661,
Algeria,Algeria,,,2020-04-20,2718,89,42.5939219909069,,,14.6124685854792,
Algeria,Algeria,,,2020-04-21,2811,93,44.5082555635319,741,53.4632034632035,15.1646917123682,
Algeria,Algeria,,,2020-04-22,2910,99,47.3797559224695,,,15.2857050389913,
Algeria,Algeria,,,2020-04-23,3007,97,46.422589136157,,,15.6509046910749,
Algeria,Algeria,,,2020-04-24,3127,120,57.4300071787509,,,16.0792107117763,
Algeria,Algeria,,,2020-04-25,3256,129,61.7372577171572,,,16.39728870055,
Algeria,Algeria,,,2020-04-26,3382,126,60.3015075376884,,,16.7314186126038,
Algeria,Algeria,,,2020-04-27,3517,135,64.6087580760948,,,17.0256175934334,
Algeria,Algeria,,,2020-04-28,3649,132,63.173007896626,838,60.4617604617605,17.0076757502102,
Algeria,Algeria,,,2020-04-29,3848,199,95.2380952380952,,,16.8528595982464,
Algeria,Algeria,,,2020-04-30,4006,158,75.6161761186887,,,16.7662847881607,
Algeria,Algeria,,,2020-05-01,4154,148,70.8303421871261,,,16.9206774388631,
Algeria,Algeria,,,2020-05-02,4295,141,67.4802584350323,,,17.1363698167631,
Algeria,Algeria,,,2020-05-03,4474,179,85.6664273749701,,,17.2820794640026,
Algeria,Algeria,,,2020-05-04,4648,174,83.2735104091888,,,17.6191356671679,
Algeria,Algeria,,,2020-05-05,4838,190,90.9308446996889,1189,85.7864357864358,17.9911759672638,
Algeria,Algeria,,,2020-05-06,4997,159,76.0947595118449,,,18.3010890525813,
Algeria,Algeria,,,2020-05-07,5182,185,88.5379277339076,,,18.3955945188493,
Algeria,Algeria,,,2020-05-08,5369,187,89.4950945202201,,,18.3725080507108,
Algeria,Algeria,,,2020-05-09,5558,189,90.4522613065327,,,18.3403028553319,
Algeria,Algeria,,,2020-05-10,5723,165,78.9662598707825,,,18.4855753805513,
Algeria,Algeria,,,2020-05-11,5891,168,80.4020100502512,,,18.630205357874,
Algeria,Algeria,,,2020-05-12,6067,176,84.2306771955013,1229,88.6724386724387,18.7757755929175,
Algeria,Algeria,,,2020-05-13,6253,186,89.0165111270639,,,19.0040865231534,
Algeria,Algeria,,,2020-05-14,6442,189,90.4522613065327,,,19.267346418373,
Algeria,Algeria,,,2020-05-15,6629,187,89.4950945202201,,,19.5309885359868,
Algeria,Algeria,,,2020-05-16,6821,192,91.8880114860014,,,19.7856049781496,
Algeria,Algeria,,,2020-05-17,7019,198,94.759511844939,,,20.0545405248969,
Algeria,Algeria,,,2020-05-18,7201,182,87.1021775544389,,,20.3631565732079,
Algeria,Algeria,,,2020-05-19,7377,176,84.2306771955013,1310,94.5165945165945,20.797238459858,
Algeria,Algeria,,,2020-05-20,7542,165,78.9662598707825,,,21.3806623662136,
Algeria,Algeria,,,2020-05-21,7728,186,89.0165111270639,,,21.8968833493054,
Algeria,Algeria,,,2020-05-22,7918,190,90.9308446996889,,,22.2932866750346,
Algeria,Algeria,,,2020-05-23,8113,195,93.3237616654702,,,22.6546908036316,
Algeria,Algeria,,,2020-05-24,8306,193,92.3665948791577,,,23.006636461914,
Algeria,Algeria,,,2020-05-25,8503,197,94.2809284517827,,,23.3049654116845,
Algeria,Algeria,,,2020-05-26,8697,194,92.8451782723139,1320,95.2380952380952,23.6968159157889,
Algeria,Algeria,,,2020-05-27,8857,160,76.5733429050012,,,24.2503455655311,
Algeria,Algeria,,,2020-05-28,8997,140,67.001675041876,,,24.8568663204566,
Algeria,Algeria,,,2020-05-29,9134,137,65.5659248624073,,,25.4607751020572,
Algeria,Algeria,,,2020-05-30,9267,133,63.6515912897822,,,26.0818914056324,
Algeria,Algeria,,,2020-05-31,9394,127,60.7800909308447,,,26.7382466872781,
Algeria,Algeria,,,2020-06-01,9513,119,56.9514237855946,,,27.424050070517,
Algeria,Algeria,,,2020-06-02,9626,113,54.0799234266571,929,67.027417027417,28.129312377543,
Algeria,Algeria,,,2020-06-03,9733,107,51.2084230677195,,,28.8183596443588,
Algeria,Algeria,,,2020-06-04,9831,98,46.9011725293132,,,29.5085382148811,
Algeria,Algeria,,,2020-06-05,9935,104,49.7726728882508,,,30.1831079382667,
Algeria,Algeria,,,2020-06-06,10050,115,55.0370902129696,,,30.8462941759916,
Algeria,Algeria,,,2020-06-07,10154,104,49.7726728882508,,,31.5630993099605,
Algeria,Algeria,,,2020-06-08,10265,111,53.1227566403446,,,32.2640255241297,
Algeria,Algeria,,,2020-06-09,10382,117,55.9942569992821,756,54.5454545454545,32.9510508925405,
Algeria,Algeria,,,2020-06-10,10484,102,48.8155061019383,,,33.6752656870184,
Algeria,Algeria,,,2020-06-11,10589,105,50.251256281407,,,34.3941577792575,
Algeria,Algeria,,,2020-06-12,10698,109,52.1655898540321,,,35.1052745233565,
Algeria,Algeria,,,2020-06-13,10810,112,53.6013400335008,,,35.806837432459,
Algeria,Algeria,,,2020-06-14,10919,109,52.1655898540321,,,36.5168452940374,
Algeria,Algeria,,,2020-06-15,11031,112,53.6013400335008,,,37.2218717332732,
Algeria,Algeria,,,2020-06-16,11147,116,55.5156736061259,765,55.1948051948052,37.9048056942879,
Argentina,Argentina,,,2020-04-03,1265,132,8.2112531492022,,,6.54978137562494,
Argentina,Argentina,,,2020-04-04,1451,186,11.5704021647849,,,6.34583700208325,
Argentina,Argentina,,,2020-04-05,1451,0,0,,,7.34583700208325,
Argentina,Argentina,,,2020-04-06,1554,103,6.40726571490778,,,7.56155047382805,
Argentina,Argentina,,,2020-04-07,1628,74,4.60327828061336,574,5.81684046250975,8.07656343749273,
Argentina,Argentina,,,2020-04-08,1715,87,5.41196230288327,,,8.82187605502027,
Argentina,Argentina,,,2020-04-09,1795,80,4.97651706012255,,,9.64026624831531,
Argentina,Argentina,,,2020-04-10,1975,180,11.1971633852757,,,10.2596014682019,
Argentina,Argentina,,,2020-04-11,1975,0,0,,,11.2596014682019,
Argentina,Argentina,,,2020-04-12,2142,167,10.3884793630058,,,10.7786232831057,
Argentina,Argentina,,,2020-04-13,2208,66,4.1056265746011,,,11.3587476252632,
Argentina,Argentina,,,2020-04-14,2277,69,4.2922459643557,649,6.57688059262862,11.956057291381,
Argentina,Argentina,,,2020-04-15,2443,166,10.3262728997543,,,12.3175273446963,
Argentina,Argentina,,,2020-04-16,2571,128,7.96242729619607,,,12.8828143626281,
Argentina,Argentina,,,2020-04-17,2669,98,6.09623339865012,,,13.61011637549,
Argentina,Argentina,,,2020-04-18,2758,89,5.53637522938633,,,14.3710020345537,
Argentina,Argentina,,,2020-04-19,2839,81,5.03872352337408,,,15.1599951939032,
Argentina,Argentina,,,2020-04-20,2941,102,6.34505925165625,,,14.8053419999345,
Argentina,Argentina,,,2020-04-21,3031,90,5.59858169263787,754,7.64093677479504,15.3658077942124,
Argentina,Argentina,,,2020-04-22,3144,113,7.0293303474231,,,15.7524411394883,
Argentina,Argentina,,,2020-04-23,3435,291,18.1020808061958,,,14.9680499567639,
Argentina,Argentina,,,2020-04-24,3607,172,10.6995116792635,,,14.9505647498179,
Argentina,Argentina,,,2020-04-25,3780,173,10.761718142515,,,15.4603392108237,
Argentina,Argentina,,,2020-04-26,3892,112,6.96712388417157,,,16.1547916696179,
Argentina,Argentina,,,2020-04-27,4003,111,6.90491742092003,,,15.8357984144648,
Argentina,Argentina,,,2020-04-28,4127,124,7.71360144318995,1096,11.1067197681371,16.4599689290947,
Argentina,Argentina,,,2020-04-29,4285,158,9.82862119374203,,,16.9923090169884,
Argentina,Argentina,,,2020-04-30,4428,143,8.89552424496905,,,16.9118115178326,
Argentina,Argentina,,,2020-05-01,4532,104,6.46947217815931,,,17.1573728776934,
Argentina,Argentina,,,2020-05-02,4681,149,9.26876302447824,,,17.6091150431143,
Argentina,Argentina,,,2020-05-03,4783,102,6.34505925165625,,,18.3027797658701,
Argentina,Argentina,,,2020-05-04,4887,104,6.46947217815931,,,18.9959926978256,
Argentina,Argentina,,,2020-05-05,5020,133,8.27345961245373,893,9.04954448261535,19.4701987778882,
Argentina,Argentina,,,2020-05-06,5208,188,11.694815091288,,,19.6590709243981,
Argentina,Argentina,,,2020-05-07,5371,163,10.1396535099997,,,19.8121127660398,
Argentina,Argentina,,,2020-05-08,5611,240,14.9295511803676,,,19.4100760397083,
Argentina,Argentina,,,2020-05-09,5776,165,10.2640664365028,,,19.5152006009764,
Argentina,Argentina,,,2020-05-10,6034,258,16.0492675188952,,,19.1535894683312,
Argentina,Argentina,,,2020-05-11,6278,244,15.1783770333738,,,19.0434823562181,
Argentina,Argentina,,,2020-05-12,6563,285,17.7288420266866,1543,15.6365589436456,19.5164454123712,
Argentina,Argentina,,,2020-05-13,6879,316,19.6572423874841,,,19.9732050686954,
Argentina,Argentina,,,2020-05-14,7134,255,15.8626481291406,,,20.2282360844037,
Argentina,Argentina,,,2020-05-15,7479,345,21.4612298217785,,,20.2299391048647,
Argentina,Argentina,,,2020-05-16,7805,326,20.2793070199994,,,19.904191986004,
Argentina,Argentina,,,2020-05-17,8068,263,16.3602998351529,,,19.7471254866756,
Argentina,Argentina,,,2020-05-18,8371,303,18.8485583652141,,,19.6253528134767,
Argentina,Argentina,,,2020-05-19,8809,438,27.2464309041709,2246,22.7606684299598,19.1620980979139,
Argentina,Argentina,,,2020-05-20,9283,474,29.4858635812261,,,18.2619655823124,
Argentina,Argentina,,,2020-05-21,9931,648,40.3097881869926,,,16.4065326474104,
Argentina,Argentina,,,2020-05-22,10649,718,44.6642406145999,,,15.2821481706369,
Argentina,Argentina,,,2020-05-23,11353,704,43.7933501290784,,,14.5995545260236,
Argentina,Argentina,,,2020-05-24,12076,723,44.9752729308575,,,13.9832828324962,
Argentina,Argentina,,,2020-05-25,12628,552,34.3379677148456,,,13.8712071869593,
Argentina,Argentina,,,2020-05-26,13228,600,37.3238779509191,4419,44.7815644666038,13.8353913760533,
Argentina,Argentina,,,2020-05-27,13933,705,43.8555565923299,,,13.6527452560317,
Argentina,Argentina,,,2020-05-28,14702,769,47.836770240428,,,13.3655267648737,
Argentina,Argentina,,,2020-05-29,15419,717,44.6020341513483,,,13.2885523587333,
Argentina,Argentina,,,2020-05-30,16214,795,49.4541382849678,,,12.8692009053402,
Argentina,Argentina,,,2020-05-31,16851,637,39.6255170912258,,,12.8727569238081,
Argentina,Argentina,,,2020-06-01,17415,564,35.084445273864,,,13.2272367124229,
Argentina,Argentina,,,2020-06-02,18319,904,56.2346427793848,5091,51.5915240324689,13.2555421221661,
Argentina,Argentina,,,2020-06-03,19268,949,59.0339336257037,,,13.4499746035183,
Argentina,Argentina,,,2020-06-04,20197,929,57.7898043606731,,,13.760393025933,
Argentina,Argentina,,,2020-06-05,21037,840,52.2534291312867,,,14.1766408201897,
Argentina,Argentina,,,2020-06-06,22020,983,61.1489533762558,,,14.4792248594642,
Argentina,Argentina,,,2020-06-07,22794,774,48.1478025566856,,,14.9373459200246,
Argentina,Argentina,,,2020-06-08,23620,826,51.3825386457653,,,15.360772730053,
Argentina,Argentina,,,2020-06-09,24761,1141,70.9775745699978,6442,65.2823802430102,15.442851016756,
Argentina,Argentina,,,2020-06-10,25987,1226,76.265123946378,,,15.3853266167567,
Argentina,Argentina,,,2020-06-11,27373,1386,86.2181580666231,,,15.3437729652514,
Argentina,Argentina,,,2020-06-12,28764,1391,86.5291903828808,,,15.409618703018,
Argentina,Argentina,,,2020-06-13,30295,1531,95.2380952380952,,,15.373081509075,
Argentina,Argentina,,,2020-06-14,31577,1282,79.7486858884638,,,15.5289602575434,
Argentina,Argentina,,,2020-06-15,32785,1208,75.1454076078505,,,15.7158721974069,
Argentina,Argentina,,,2020-06-16,34159,1374,85.4716805076047,9398,95.2380952380952,15.5908829364515,0.458863706923316
Armenia,Armenia,,,2020-04-17,1201,42,5.22193211488251,,,15.6627963405529,
Armenia,Armenia,,,2020-04-18,1248,47,5.84359069998757,,,16.4058259199865,
Armenia,Armenia,,,2020-04-19,1291,43,5.34626383190352,,,17.1790651011381,
Armenia,Armenia,,,2020-04-20,1339,48,5.96792241700858,,,17.9065993687294,
Armenia,Armenia,,,2020-04-21,1401,62,7.70856645530275,334,8.34020026468899,18.473272625685,
Armenia,Armenia,,,2020-04-22,1473,72,8.95188362551287,,,18.9849621076834,
Armenia,Armenia,,,2020-04-23,1523,50,6.2165858510506,,,19.2457981653504,
Armenia,Armenia,,,2020-04-24,1596,73,9.07621534253388,,,19.4534330822314,
Armenia,Armenia,,,2020-04-25,1677,81,10.070869078702,,,18.7226264285253,
Armenia,Armenia,,,2020-04-26,1746,69,8.57888847444983,,,18.2824338330917,
Armenia,Armenia,,,2020-04-27,1808,62,7.70856645530275,,,18.4195870388393,
Armenia,Armenia,,,2020-04-28,1867,59,7.33557130423971,466,11.6363273154044,18.2172830406251,
Armenia,Armenia,,,2020-04-29,1932,65,8.08156160636578,,,18.0328305327881,
Armenia,Armenia,,,2020-04-30,2066,134,16.6604500808156,,,17.2285301365152,
Armenia,Armenia,,,2020-05-01,2148,82,10.195200795723,,,16.838181181077,
Armenia,Armenia,,,2020-05-02,2273,125,15.5414646276265,,,16.4634885490168,
Armenia,Armenia,,,2020-05-03,2386,113,14.0494840233744,,,16.1877518884633,
Armenia,Armenia,,,2020-05-04,2507,121,15.0441377595425,,,15.8701877729876,
Armenia,Armenia,,,2020-05-05,2619,112,13.9251523063534,752,18.7779359252878,15.6102478852637,
Armenia,Armenia,,,2020-05-06,2782,163,20.266069874425,,,15.1582600061718,
Armenia,Armenia,,,2020-05-07,2884,102,12.6818351361432,,,15.4244268929445,
Armenia,Armenia,,,2020-05-08,3029,145,18.0280989680467,,,15.1676622355751,
Armenia,Armenia,,,2020-05-09,3175,146,18.1524306850678,,,15.1140586687792,
Armenia,Armenia,,,2020-05-10,3313,138,17.1577769488997,,,15.2484455238705,
Armenia,Armenia,,,2020-05-11,3392,79,9.82220564465995,,,15.7205907186765,
Armenia,Armenia,,,2020-05-12,3538,146,18.1524306850678,919,22.9480360576323,15.6249489579011,
Armenia,Armenia,,,2020-05-13,3718,180,22.3797090637822,,,15.1337259891747,
Armenia,Armenia,,,2020-05-14,3860,142,17.6551038169837,,,15.0302643476799,
Armenia,Armenia,,,2020-05-15,4044,184,22.8770359318662,,,15.3210212991807,
Armenia,Armenia,,,2020-05-16,4283,239,29.7152803680219,,,15.0778633117378,
Armenia,Armenia,,,2020-05-17,4472,189,23.4986945169713,,,15.2901522680301,
Armenia,Armenia,,,2020-05-18,4823,351,43.6404326743752,,,14.7851028873301,
Armenia,Armenia,,,2020-05-19,5041,218,27.1043143105806,1503,37.5309011911005,14.8771219847968,
Armenia,Armenia,,,2020-05-20,5271,230,28.5962949148328,,,14.8959819655074,
Armenia,Armenia,,,2020-05-21,5606,335,41.651125202039,,,14.791153288627,
Armenia,Armenia,,,2020-05-22,5928,322,40.0348128807659,,,14.4422205398788,
Armenia,Armenia,,,2020-05-23,6302,374,46.5000621658585,,,14.1611843526882,
Armenia,Armenia,,,2020-05-24,6661,359,44.6350864105433,,,13.7764402027574,
Armenia,Armenia,,,2020-05-25,7113,452,56.1979360934974,,,12.894903905335,
Armenia,Armenia,,,2020-05-26,7402,289,35.9318662190725,2361,58.9557270207506,13.0923506526,
Armenia,Armenia,,,2020-05-27,7774,372,46.2513987318165,,,12.8503135100389,
Armenia,Armenia,,,2020-05-28,8216,442,54.9546189232873,,,12.7265385636462,
Armenia,Armenia,,,2020-05-29,8676,460,57.1925898296655,,,12.7045133904505,
Armenia,Armenia,,,2020-05-30,8927,251,31.207260972274,,,13.0440582320339,
Armenia,Armenia,,,2020-05-31,9282,355,44.1377595424593,,,13.5090798640988,
Armenia,Armenia,,,2020-06-01,9492,210,26.1096605744125,,,14.2129949280104,
Armenia,Armenia,,,2020-06-02,10009,517,64.2794976998632,2607,65.0985092516293,14.1643800334415,
Armenia,Armenia,,,2020-06-03,10524,515,64.0308342658212,,,14.0383030684942,
Armenia,Armenia,,,2020-06-04,11221,697,86.6592067636454,,,13.9856329902607,
Armenia,Armenia,,,2020-06-05,11817,596,74.1017033445232,,,14.0589960468183,
Armenia,Armenia,,,2020-06-06,12364,547,68.0094492104936,,,14.3142391436882,
Armenia,Armenia,,,2020-06-07,13130,766,95.2380952380952,,,14.2620295959347,
Armenia,Armenia,,,2020-06-08,13325,195,24.2446848190974,,,14.9965704383424,
Armenia,Armenia,,,2020-06-09,13675,350,43.5161009573542,3666,91.542437635778,15.6016639325124,
Armenia,Armenia,,,2020-06-10,14103,428,53.2139748849932,,,16.1322641899984,
Armenia,Armenia,,,2020-06-11,14669,566,70.3717518338928,,,16.2300245876059,
Armenia,Armenia,,,2020-06-12,15281,612,76.0910108168594,,,16.3532564129967,
Armenia,Armenia,,,2020-06-13,16004,723,89.8918314061917,,,16.4772624082177,
Armenia,Armenia,,,2020-06-14,16667,663,82.431928384931,,,16.7393389502669,
Armenia,Armenia,,,2020-06-15,17064,397,49.3596916573418,,,17.3072260841169,
Armenia,Armenia,,,2020-06-16,17489,425,52.8409797339301,3814,95.2380952380952,17.7242498701221,0.0403709765411893
Australia-New South Wales,Australia,New South Wales,,2020-03-26,1219,190,75.0839754989133,,,4.21755667761587,
Australia-New South Wales,Australia,New South Wales,,2020-03-27,1405,186,73.5032602252519,,,3.757003382283,
Australia-New South Wales,Australia,New South Wales,,2020-03-28,1617,212,83.7779095040506,,,4.05809507516376,
Australia-New South Wales,Australia,New South Wales,,2020-03-29,1791,174,68.7611144042679,,,4.60554415452807,
Australia-New South Wales,Australia,New South Wales,,2020-03-30,2032,241,95.2380952380952,,,5.05540389391953,
Australia-New South Wales,Australia,New South Wales,,2020-03-31,2032,0,0,1214,95.2380952380952,6.05540389391953,
Australia-New South Wales,Australia,New South Wales,,2020-04-01,2182,150,59.2768227622999,,,6.65470917018558,
Australia-New South Wales,Australia,New South Wales,,2020-04-02,2298,116,45.8407429361786,,,7.34901833798043,
Australia-New South Wales,Australia,New South Wales,,2020-04-03,2389,91,35.9612724757953,,,8.11982268696576,
Australia-New South Wales,Australia,New South Wales,,2020-04-04,2493,104,41.0985971151946,,,8.84290309966113,
Australia-New South Wales,Australia,New South Wales,,2020-04-05,2580,87,34.380557202134,,,9.60134650952196,
Australia-New South Wales,Australia,New South Wales,,2020-04-06,2637,57,22.525192649674,,,10.447462597307,
Australia-New South Wales,Australia,New South Wales,,2020-04-07,2686,49,19.3637621023513,654,51.3061896916922,11.317812215698,
Australia-New South Wales,Australia,New South Wales,,2020-04-08,2734,48,18.968583283936,,,12.1930809804935,
Australia-New South Wales,Australia,New South Wales,,2020-04-09,2773,39,15.411973918198,,,13.0933388342472,
Australia-New South Wales,Australia,New South Wales,,2020-04-10,2822,49,19.3637621023513,,,13.9696775773927,
Australia-New South Wales,Australia,New South Wales,,2020-04-11,2857,35,13.8312586445367,,,14.8819681423657,
Australia-New South Wales,Australia,New South Wales,,2020-04-12,2857,0,0,,,15.8819681423657,
Australia-New South Wales,Australia,New South Wales,,2020-04-13,2863,6,2.371072910492,,,16.8670401975817,
Australia-New South Wales,Australia,New South Wales,,2020-04-14,2870,7,2.76625172890733,184,14.4347689652467,17.8496637516557,
Australia-New South Wales,Australia,New South Wales,,2020-04-15,2886,16,6.32286109464533,,,18.8101047834961,
Australia-New South Wales,Australia,New South Wales,,2020-04-16,2897,11,4.34696700256866,,,19.7830350078865,
Australia-New South Wales,Australia,New South Wales,,2020-04-17,2926,29,11.4601857340447,,,20.71215896903,
Australia-New South Wales,Australia,New South Wales,,2020-04-18,2936,10,3.95178818415333,,,21.6878817326839,
Australia-New South Wales,Australia,New South Wales,,2020-04-19,2957,21,8.29875518672199,,,22.637167561629,
Australia-New South Wales,Australia,New South Wales,,2020-04-20,2963,6,2.371072910492,,,23.6227439396553,
Australia-New South Wales,Australia,New South Wales,,2020-04-21,2969,6,2.371072910492,99,7.7665333019534,24.6083494956286,
Australia-New South Wales,Australia,New South Wales,,2020-04-22,2971,2,0.790357636830666,,,25.6035578112249,
Australia-New South Wales,Australia,New South Wales,,2020-04-23,2976,5,1.97589409207666,,,26.5915926981474,
