date,West Bank and Gaza-,Libya-,Honduras-,Italy-,Indonesia-,Nepal-,France-,Argentina-,United Kingdom-,Costa Rica-,Venezuela-,Spain-,Israel-,India-,United Arab Emirates-
2020-02-09,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0.00404030609358965,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958129730765546
2020-02-11,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0.00354796763543923,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958129730765546
2020-02-17,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0.0173475583311649,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0.0346951166623298,0,0,0,0,0,0
2020-02-21,0,0,0,0.246918959744947,0,0,0,0,0.0173475583311649,0,0,0,0.0369713102632357,0,0
2020-02-22,0,0,0,0.610035077016928,0,0,0,0,0,0,0,0,0,0,0.383251892306218
2020-02-23,0,0,0,1.35079195625177,0,0,0,0,0.0867377916558244,0,0,0,0,0,0
2020-02-24,0,0,0,1.07482370712506,0,0,0,0,0.0346951166623298,0,0,0,0,0,0
2020-02-25,0,0,0,1.35079195625177,0,0,0.00709593527087846,0,0.0693902333246596,0,0,0.0161612243743586,0,0,0
2020-02-26,0,0,0,1.90272845450518,0,0,0.0141918705417569,0,0.0520426749934947,0,0,0.0282821426551275,0.0369713102632357,0,0
2020-02-27,0,0,0,2.93397822755761,0,0,0.0709593527087846,0,0.121432908318154,0,0,0.0080806121871793,0.0369713102632357,0,0
2020-02-28,0,0,0,3.38424221297486,0,0,0.0674113850733454,0,0.208170699973979,0,0,0.068685203591024,0.0369713102632357,0,0.574877838459327
2020-02-29,0,0,0,3.48591472581102,0,0,0.152562608323887,0,0.0867377916558244,0,0,0.0525239792166654,0.110913930789707,0,0.191625946153109
2020-03-01,0,0,0,8.22094889503765,0,0,0.106439029063177,0,0.572469424928441,0,0,0.157571937649996,0.110913930789707,0,0
2020-03-02,0,0,0,4.9674284842807,0.0575804687050153,0,0.216426025761793,0,0.693902333246596,0,0,0.145451019369227,0,0.0022229298548927,0
2020-03-03,0,0,0,6.76848442594973,0,0,0.04612357926071,0.00812819793787618,0.954115708214069,0,0,0.181813774211534,0.0739426205264715,0,0.574877838459327
2020-03-04,0,0,0,8.52596643354612,0,0,0.287385378470578,0,0.971463266545234,0,0,0.23029744733461,0.110913930789707,0.025563693331266,0
2020-03-05,0.663680106188817,0,0,11.1694517672861,0,0,0.326413022460409,0,0.85003035822708,0,0,0.149491325462817,0.184856551316179,0.0022229298548927,0.191625946153109
2020-03-06,0.497760079641613,0,0,11.3001735695041,0.0575804687050153,0,0.979239067381227,0.00812819793787618,1.37045710816203,0.0599736116108912,0,0.569683159196141,0.628512274475007,0.00111146492744635,0
2020-03-07,1.49328023892484,0,0,18.1122319295264,0,0,1.05019842009001,0.0487691876272571,0.954115708214069,0,0,0.404030609358965,0.221827861579414,0.00333439478233904,1.53300756922487
2020-03-08,0,0,0,21.6707698787918,0.0575804687050153,0,0.627990271472744,0.0325127917515047,0.936768149882904,0.239894446443565,0,0.698972954191009,0.665483584738243,0.00555732463723174,0
2020-03-09,0.497760079641613,0,0,26.10078650951,0.374273046582599,0,0.294481313741456,0,2.55009107468124,0.239894446443565,0,1.61612243743586,0,0.00444585970978539,0
2020-03-10,1.16144018583043,0,0,14.190577862989,0.230321874820061,0,2.04008139037756,0.0406409896893809,4.47567004944054,0,0,2.51307039021276,0.5175983436853,0.0144490440568025,2.77857621922008
2020-03-11,0.663680106188817,0,0.1669379408205,33.5955031700037,0.201531640467553,0,1.7633399148133,0.0162563958757524,7.12984647410877,0.239894446443565,0,2.35145814646918,0.147885241052943,0.00666878956467809,0
2020-03-12,0,0,0,38.5048330755209,0,0,0,0,8.48295602393963,0.539762504498021,0,0,0.77639751552795,0.0122261142019098,1.0539427038421
2020-03-13,0.165920026547204,0,0,36.9942700276694,1.00765820233777,0,4.89619533690614,0.0975383752545142,8.30948044062798,0.0599736116108912,0,11.9391045065574,0.961254066844129,0.0100031843470171,0
2020-03-14,0.663680106188817,0,0,50.7926824840047,0.777336327517706,0,2.8667578494349,0.0243845938136285,6.31451123254402,0.179920834832674,0.14869335712427,4.6827147624704,1.07216799763384,0.022229298548927,0
